Symbol,Company Name,Industry,Market Cap
KSS,Kohl's,Multiline Retail,4069644511
KT,KT Corporation,Diversified Telecommunication Services,6851659613
KTB,Kontoor Brands,"Textiles, Apparel & Luxury Goods",2219675000
KTCC,Key Tronic,"Electronic Equipment, Instruments & C...",54670446
KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,1891049144
KTRA,Kintara Therapeutics,Biotechnology,13447331
KTTA,Pasithea Therapeutics,Biotechnology,31061977
KUKE,Kuke Music Holding,Entertainment,42280379
KULR,KULR Technology Group,Electronic Components,174447485
KURA,Kura Oncology,Biotechnology,1035838120
KVHI,KVH Industries,Communications Equipment,155555948
KVSA,Khosla Ventures Acquisition Co.,Blank Check / SPAC,397611770
KVSC,Khosla Ventures Acquisition Co. III,Blank Check / SPAC,615016630
KW,Kennedy-Wilson Holdings,Real Estate Management & Development,2716549703
KWAC,Kingswood Acquisition,Blank Check / SPAC,148844109
KWR,Quaker Chemical,Chemicals,3342234721
KXIN,Kaixin Auto Holdings,Specialty Retail,228467616
KYCH,Keyarch Acquisition,Blank Check / SPAC,148931990
KYMR,Kymera Therapeutics,Biotechnology,1585863941
KZIA,Kazia Therapeutics,Biotechnology,24661233
KZR,Kezar Life Sciences,Biotechnology,634363779
L,Loews,Insurance,13414725115
LAAA,Lakeshore Acquisition I,Blank Check / SPAC,70741327
LAB,Standard BioTools,Diagnostics & Research,148710288
LABP,Landos Biopharma,Biotechnology,50721174
LAC,Lithium Americas,Metals & Mining,3868026612
LAD,Lithia Motors,Specialty Retail,7576228687
LADR,Ladder Capital,Mortgage Real Estate Investment Trust...,1458544977
LAKE,Lakeland Industries,"Textiles, Apparel & Luxury Goods",119738690
LAMR,Lamar Advertising Company,Equity Real Estate Investment Trusts ...,10348446894
LANC,Lancaster Colony,Food Products,3819227940
LAND,Gladstone Land,Equity Real Estate Investment Trusts ...,908894815
LARK,Landmark Bancorp,Banks,127394304
LASR,nLIGHT,"Electronic Equipment, Instruments & C...",568383114
LATG,LatAmGrowth SPAC,Blank Check / SPAC,162500000
LAUR,Laureate Education,Diversified Consumer Services,1915667836
LAW,CS Disco,Software-Application,1644287394
LAX,8i Acquisition 2,Blank Check / SPAC,109959855
LAZ,Lazard,Capital Markets,3491271852
LAZR,Luminar Technologies,Auto Components,2795077670
LAZY,Lazydays Holdings,Specialty Retail,193018564
LBAI,Lakeland Bancorp,Banks,1015314113
LBBB,Lakeshore Acquisition II,Blank Check / SPAC,91323575
LBC,Luther Burbank,Thrifts & Mortgage Finance,668676519
LBPH,Longboard Pharmaceuticals,Biotechnology,62543548
LBPS,4D pharma,Biotechnology,37194626
LBRDA,Liberty Broadband,Media,18871960530
LBRDK,Liberty Broadband,Media,18868951835
LBRT,Liberty Oilfield Services,Energy Equipment & Services,2445050237
LBTYA,Liberty Global,Media,10809098054
LBTYB,Liberty Global,Diversified Telecommunication Services,10838868978
LBTYK,Liberty Global,Media,10838999271
LC,LendingClub,Consumer Finance,1565190469
LCA,Landcadia Holdings IV,Blank Check / SPAC,613749950
LCAA,L Catterton Asia Acquisition,Blank Check / SPAC,353122076
LCFY,Locafy,Internet Content & Information,13138432
LCI,Lannett Company,Pharmaceuticals,25789016
LCID,Lucid Group,Automobiles,31289912770
LCII,LCI Industries,Auto Components,3298867832
LCNB,LCNB Corporation,Banks,176645985
LCTX,Lineage Cell Therapeutics,Biotechnology,274109124
LCUT,Lifetime Brands,Household Durables,210551350
LCW,Learn CW Investment,Blank Check / SPAC,248000000
LDHA,LDH Growth I,Blank Check / SPAC,283187519
LDI,loanDepot,Mortgage Finance,655114046
LDOS,Leidos Holdings,IT Services,13454749548
LE,Lands' End,Internet & Direct Marketing Retail,511234200
LEA,Lear Corporation,Auto Components,8807391265
LEAP,Ribbit LEAP,Shell Companies,585635070
LECO,Lincoln Electric Holdings,Machinery,8240757719
LEDS,SemiLEDs,Semiconductors & Semiconductor Equipment,13884906
LEE,"Lee Enterprises,",Media,120287567
LEG,Leggett & Platt,Household Durables,5402897734
LEGA,"Lead Edge Growth Opportunities,",Blank Check / SPAC,425212470
LEGH,Legacy Housing,Household Durables,425396580
LEGN,Legend Biotech,Biotechnology,7558609887
LEJU,Leju Holdings,Internet & Direct Marketing Retail,35710797
LEN,Lennar,Household Durables,24563309820
LEN.B,Lennar,Construction & Engineering,24607576676
LESL,Leslie's,Home Improvement Retail,2923872252
LEU,Centrus Energy,"Oil, Gas & Consumable Fuels",598524024
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,1046921067
LEVI,Levi Strauss & Co.,"Textiles, Apparel & Luxury Goods",7708152339
LEXX,Lexaria Bioscience,Biotechnology,16484270
LFAC,LF Capital Acquisition II,Blank Check / SPAC,324731752
LFC,China Life Insurance Company,Insurance,93543093315
LFG,Archaea Energy,Utilities-Renewable,2053216364
LFLY,Leafly Holdings,Pharmaceutical Retailers,125971839
LFMD,LifeMD,Pharmaceutical Retailers,85921950
LFST,Lifestance Health Group,Medical Care Facilities,2745659395
LFT,Lument Finance Trust,REIT-Mortgage,136307772
LFTR,Lefteris Acquisition,Blank Check / SPAC,257320746
LFUS,Littelfuse,"Electronic Equipment, Instruments & C...",6241452937
LFVN,LifeVantage,Personal Products,52248915
LGAC,Lazard Growth Acquisition I,Blank Check / SPAC,709406269
LGF.A,Lions Gate Entertainment,Entertainment,2470014299
LGF.B,Lions Gate Entertainment,Entertainment,2489940540
LGHL,Lion Group Holding,Capital Markets,60313600
LGIH,LGI Homes,Household Durables,2568131299
LGL,LGL Group,"Electronic Equipment, Instruments & C...",77332220
LGMK,LogicMark,Security & Protection Services,12299441
LGND,Ligand Pharmaceuticals,Biotechnology,1644819815
LGO,Largo,Other Industrial Metals & Mining,478720920
LGST,Semper Paratus Acquisition,Blank Check / SPAC,482688310
LGTO,Legato Merger II,Blank Check / SPAC,359110010
LGV,Longview Acquisition II,Blank Check / SPAC,846543740
LGVC,LAMF Global Ventures I,Blank Check / SPAC,348044607
LGVN,Longeveron,Biotechnology,128556250
LH,Laboratory Corporation of America Holdings,Health Care Providers & Services,23155959999
LHAA,Lerer Hippeau Acquisition,Blank Check / SPAC,280047742
LHC,Leo Holdings II,Blank Check / SPAC,463828154
LHCG,LHC Group,Health Care Providers & Services,5033491936
LHDX,Lucira Health,Medical Devices,138341953
LHX,L3Harris Technologies,Aerospace & Defense,44356579846
LI,Li Auto,Automobiles,32150877911
LIAN,LianBio,Biotechnology,253363488
LIBY,Liberty Resources Acquisition,Blank Check / SPAC,150394477
LICY,Li-Cycle Holdings,Waste Management,1341687676
LIDR,"AEye, Inc.",Auto Parts,394961095
LIFE,aTyr Pharma,Biotechnology,102685695
LII,Lennox International,Building Products,8746240596
LILA,Liberty Latin America,Diversified Telecommunication Services,1613031162
LILAK,Liberty Latin America,Media,1614384695
LILM,Lilium,Aerospace & Defense,892463696
LIN,Linde,Chemicals,1.50442E+11
LINC,Lincoln Educational Services,Diversified Consumer Services,182643326
LIND,Lindblad Expeditions Holdings,"Hotels, Restaurants & Leisure",473865065
LINK,Interlink Electronics,"Electronic Equipment, Instruments & C...",56451375
LION,Lionheart III,Blank Check / SPAC,160570489
LIQT,LiqTech International,Machinery,21461475
LITB,LightInTheBox Holding Co.,Internet & Direct Marketing Retail,114170400
LITE,Lumentum Holdings,Communications Equipment,6313499725
LITM,Snow Lake Resources,Other Industrial Metals & Mining,45673216
LITT,Logistics Innovation Technologies,Shell Companies,415467000
LIVB,LIV Capital Acquisition II,Blank Check / SPAC,126853200
LIVE,Live Ventures,Household Durables,109645899
LIVN,LivaNova,Health Care Equipment & Supplies,3290383142
LIXT,Lixte Biotechnology Holdings,Biotechnology,14336051
LIZI,Lizhi,Internet Content & Information,60203569
LJAQ,LightJump Acquisition,Blank Check / SPAC,175437000
LJPC,La Jolla Pharmaceutical Company,Biotechnology,154642047
LKCO,Luokung Technology,Interactive Media & Services,101580889
LKFN,Lakeland Financial,Banks,1907715425
LKQ,LKQ Corporation,Distributors,15015994063
LL,Lumber Liquidators Holdings,Specialty Retail,282224826
LLAP,Terran Orbital,Aerospace & Defense,621505073
LLL,JX Luxventure,Apparel Manufacturing,19645045
LLY,Eli Lilly and Company,Pharmaceuticals,2.86136E+11
LMACA,Liberty Media Acquisition,Blank Check / SPAC,710124990
LMAO,LMF Acquisition Opportunities,Blank Check / SPAC,133409419
LMAT,LeMaitre Vascular,Health Care Equipment & Supplies,1191267641
LMB,Limbach Holdings,Construction & Engineering,57952435
LMDX,LumiraDx,Diagnostics & Research,562855649
LMFA,LM Funding America,Diversified Financial Services,14139252
LMND,Lemonade,Insurance,1739434299
LMNL,Liminal BioSciences,Biotechnology,13668056
LMNR,Limoneira Company,Food Products,243525968
LMPX,LMP Automotive Holdings,Specialty Retail,83452320
LMST,Limestone Bancorp,Banks,147372127
LMT,Lockheed Martin,Aerospace & Defense,1.12467E+11
LNC,Lincoln National,Insurance,8072912072
LND,BrasilAgro Cia Brasileira de Propriedades Agricolas,Food Products,484736220
LNDC,Landec,Food Products,314283450
LNG,Cheniere Energy,"Oil, Gas & Consumable Fuels",37092775500
LNN,Lindsay,Machinery,1757582191
LNSR,LENSAR,Medical Devices,70467485
LNT,Alliant Energy,Electric Utilities,15278883652
LNTH,Lantheus Holdings,Health Care Equipment & Supplies,5441265331
LNW,Light & Wonder,Gambling,5139145126
LOAN,Manhattan Bridge Capital,Mortgage Real Estate Investment Trust...,64486389
LOB,Live Oak Bancshares,Banks,1723452152
LOCC,Live Oak Crestview Climate Acquisition,Blank Check / SPAC,242499999
LOCL,Local Bounti,Farm Products,419508005
LOCO,El Pollo Loco Holdings,"Hotels, Restaurants & Leisure",346576093
LODE,Comstock Mining,Metals & Mining,48641728
LOGC,LogicBio Therapeutics,Biotechnology,18772256
LOGI,Logitech International,"Technology Hardware, Storage & Periph...",9439054696
LOKM,Live Oak Mobility Acquisition,Blank Check / SPAC,311506269
LOMA,Loma Negra Compania Industrial Argentina,Construction Materials,728237575
LOOP,Loop Industries,Chemicals,312370606
LOPE,Grand Canyon Education,Diversified Consumer Services,2695922751
LOTZ,CarLotz,Auto & Truck Dealerships,73865424
LOV,Spark Networks SE,Interactive Media & Services,81731208
LOVE,The Lovesac Company,Household Durables,552599145
LOW,Lowe's Companies,Specialty Retail,1.29031E+11
LPCN,Lipocine,Pharmaceuticals,67268171
LPG,Dorian LPG,"Oil, Gas & Consumable Fuels",640178738
LPI,Laredo Petroleum,"Oil, Gas & Consumable Fuels",1121732108
LPL,LG Display Co.,"Electronic Equipment, Instruments & C...",4275894872
LPLA,LPL Financial Holdings,Capital Markets,17921256054
LPRO,Open Lending,Capital Markets,1425091528
LPSN,LivePerson,Software,1221484994
LPTH,LightPath Technologies,"Electronic Equipment, Instruments & C...",50307046
LPTX,Leap Therapeutics,Biotechnology,101477945
LPX,Louisiana-Pacific,Paper & Forest Products,5094695875
LQDA,Liquidia,Pharmaceuticals,334913122
LQDT,Liquidity Services,Internet & Direct Marketing Retail,680375659
LRCX,Lam Research,Semiconductors & Semiconductor Equipment,69070334171
LRFC,Logan Ridge Finance,Asset Management,55143163
LRMR,Larimar Therapeutics,Biotechnology,31347408
LRN,Stride,Diversified Consumer Services,1816356871
LSAK,Lesaka Technologies,Software-Infrastructure,339092787
LSBK,Lake Shore Bancorp,Thrifts & Mortgage Finance,80179337
LSCC,Lattice Semiconductor,Semiconductors & Semiconductor Equipment,8705897356
LSEA,Landsea Homes,Real Estate-Development,290395470
LSF,Laird Superfood,Packaged Foods,19640847
LSI,Life Storage,Equity Real Estate Investment Trusts ...,11054298302
LSPD,Lightspeed Commerce,Software,3531914389
LSPR,Larkspur Health Acquisition,Blank Check / SPAC,96732148
LSTR,Landstar System,Road & Rail,5662274589
LTBR,Lightbridge,Professional Services,75026494
LTC,LTC Properties,Equity Real Estate Investment Trusts ...,1722263968
LTCH,Latch,Software-Application,170163500
LTH,Life Time Group Holdings,Leisure,3095869256
LTHM,Livent,Chemicals,4680739517
LTRN,Lantern Pharma,Biotechnology,59786567
LTRPA,Liberty TripAdvisor Holdings,Interactive Media & Services,195655200
LTRPB,Liberty TripAdvisor Holdings,Interactive Media & Services,151745496
LTRX,Lantronix,Communications Equipment,256809247
LTRY,Lottery.com,Gambling,23654531
LU,Lufax Holding,Consumer Finance,9657546937
LUCD,Lucid Diagnostics,Medical Devices,130068360
LULU,Lululemon Athletica,"Textiles, Apparel & Luxury Goods",40462831951
LUMN,Lumen Technologies,Diversified Telecommunication Services,11393917833
LUMO,Lumos Pharma,Biotechnology,71640608
LUNA,Luna Innovations,"Electronic Equipment, Instruments & C...",205248344
LUNG,Pulmonx,Health Care Equipment & Supplies,782046783
LUV,Southwest Airlines Company,Airlines,23265253107
LUXA,Lux Health Tech Acquisition,Blank Check / SPAC,428231259
LVAC,LAVA Medtech Acquisition,Blank Check / SPAC,144468750
LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,284837121
LVO,LiveOne,Entertainment,114211489
LVOX,LiveVox Holding,Software-Infrastructure,198182208
LVRA,Levere Holdings,Blank Check / SPAC,334359482
LVS,Las Vegas Sands,"Hotels, Restaurants & Leisure",28797219123
LVTX,LAVA Therapeutics,Biotechnology,67274055
LW,Lamb Weston Holdings,Food Products,11639275236
LWAY,Lifeway Foods,Food Products,88197804
LWLG,Lightwave Logic,Chemicals,1140603079
LX,LexinFintech Holdings,Consumer Finance,385372991
LXEH,Lixiang Education Holding Co.,Education & Training Services,41866876
LXFR,Luxfer Holdings,Machinery,443899039
LXP,Lexington Realty Trust,Equity Real Estate Investment Trusts ...,3081476599
LXRX,Lexicon Pharmaceuticals,Biotechnology,464573762
LXU,LSB Industries,Chemicals,1331880957
LYB,LyondellBasell Industries NV,Chemicals,28210295139
LYEL,Lyell Immunopharma,Biotechnology,1867361405
LYFT,"Lyft, Inc.",Road & Rail,7151621085
LYG,Lloyds Banking Group,Banks,37574011078
LYL,Dragon Victory International,Consumer Finance,24070368
LYLT,Loyalty Ventures,Software-Infrastructure,78018451
LYRA,Lyra Therapeutics,Biotechnology,213069051
LYT,Lytus Technologies Holdings PTV. LTD.,Software-Application,112496306
LYTS,LSI Industries,Electrical Equipment,170858543
LYV,Live Nation Entertainment,Entertainment,22311884507
LZ,LegalZoom.com,Specialty Business Services,2109722400
LZB,La-Z-Boy,Household Durables,1253855124
M,Macy's,Multiline Retail,5056144653
MA,Mastercard,IT Services,3.40097E+11
MAA,Mid-America Apartment Communities,Equity Real Estate Investment Trusts ...,21325719929
MAAQ,Mana Capital Acquisition,Blank Check / SPAC,81168750
MAC,The Macerich Company,Equity Real Estate Investment Trusts ...,2428117043
MACA,Moringa Acquisition,Blank Check / SPAC,146470280
MACC,Mission Advancement,Blank Check / SPAC,423487480
MACK,Merrimack Pharmaceuticals,Biotechnology,57274959
MAG,MAG Silver,Metals & Mining,1404787679
MAIA,MAIA Biotechnology,Biotechnology,46670324
MAIN,Main Street Capital,Capital Markets,3244286068
MAN,ManpowerGroup,Professional Services,4087357517
MANH,Manhattan Associates,Software,9186408135
MANT,ManTech International,IT Services,3921543108
MANU,Manchester United,Entertainment,1881054666
MAPS,WM Technology,Software-Application,616180575
MAQC,Maquia Capital Acquisition,Blank Check / SPAC,229988609
MAR,Marriott International,"Hotels, Restaurants & Leisure",51512734720
MARA,Marathon Digital Holdings,IT Services,1520218700
MARK,Remark Holdings,Internet & Direct Marketing Retail,48351650
MARPS,Marine Petroleum Trust,"Oil, Gas & Consumable Fuels",15040000
MAS,Masco,Building Products,11914221811
MASI,Masimo,Health Care Equipment & Supplies,8598186604
MASS,908 Devices,Medical Devices,713262054
MAT,Mattel,Leisure Products,7971652171
MATV,Mativ Holdings,Paper & Paper Products,1094115724
MATW,Matthews International,Commercial Services & Supplies,796355083
MATX,Matson,Marine,3280649207
MAX,MediaAlpha,Internet Content & Information,566180981
MAXN,Maxeon Solar Technologies,Semiconductors & Semiconductor Equipment,848482180
MAXR,Maxar Technologies,Aerospace & Defense,2112562934
MAYS,J.W. Mays,Real Estate Management & Development,110525217
MBAC,M3-Brigade Acquisition II,Blank Check / SPAC,491500000
MBCN,Middlefield Banc,Banks,155426862
MBI,MBIA Inc.,Insurance,648916853
MBIN,Merchants Bancorp,Thrifts & Mortgage Finance,1186937505
MBIO,Mustang Bio,Biotechnology,74636938
MBOT,Microbot Medical,Health Care Equipment & Supplies,36322539
MBRX,Moleculin Biotech,Biotechnology,49726242
MBSC,M3-Brigade Acquisition III,Blank Check / SPAC,324794000
MBT,Mobile TeleSystems PJSC,Wireless Telecommunication Services,6986429950
MBTC,Nocturne Acquisition,Blank Check / SPAC,152406800
MBUU,Malibu Boats,Leisure Products,1313736068
MBWM,Mercantile Bank,Banks,543401320
MC,Moelis & Company,Capital Markets,3110448000
MCAA,Mountain & Co. I Acquisition,Blank Check / SPAC,292675000
MCAC,Monterey Capital Acquisition,Blank Check / SPAC,135408000
MCAE,Mountain Crest Acquisition III,Blank Check / SPAC,69946703
MCAF,Mountain Crest Acquisition IV,Blank Check / SPAC,74743675
MCAG,Mountain Crest Acquisition V,Blank Check / SPAC,89266151
MCB,Metropolitan Bank Holding,Banks,821499202
MCBC,Macatawa Bank,Banks,323006751
MCBS,MetroCity Bankshares,Banks,505204335
MCD,McDonald's,"Hotels, Restaurants & Leisure",1.88711E+11
MCFT,MasterCraft Boat Holdings,Leisure Products,448217903
MCG,Membership Collective Group,Lodging,1550742508
MCHP,Microchip Technology,Semiconductors & Semiconductor Equipment,38795423952
MCHX,Marchex,Media,88435630
MCK,McKesson,Health Care Providers & Services,49778009861
MCLD,mCloud Technologies,Software-Application,45074403
MCO,Moody's,Capital Markets,57398800625
MCRB,Seres Therapeutics,Biotechnology,591203108
MCRI,Monarch Casino & Resort,"Hotels, Restaurants & Leisure",1223571118
MCS,The Marcus Corporation,Entertainment,566435036
MCW,Mister Car Wash,Personal Services,3683184380
MCY,Mercury General,Insurance,1835275109
MD,MEDNAX,Health Care Providers & Services,1794096542
MDB,MongoDB,IT Services,24977771600
MDC,M.D.C. Holdings,Household Durables,2528891348
MDGL,Madrigal Pharmaceuticals,Biotechnology,1294385236
MDGS,Medigus,Health Care Equipment & Supplies,295195764
MDH,MDH Acquisition,Blank Check / SPAC,340169980
MDIA,Mediaco Holding,Broadcasting,37391981
MDJH,MDJM Ltd.,Real Estate Management & Development,28826068
MDLZ,Mondelez International,Food Products,87517741028
MDNA,Medicenna Therapeutics,Biotechnology,99658255
MDRR,Medalist Diversified REIT,Equity Real Estate Investment Trusts ...,15722910
MDRX,Allscripts Healthcare Solutions,Health Care Technology,2018748034
MDT,Medtronic plc.,Health Care Equipment & Supplies,1.24367E+11
MDU,MDU Resources Group,Multi-Utilities,5939882826
MDV,Modiv,REIT-Diversified,113464439
MDVL,MedAvail Holdings,Pharmaceutical Retailers,95961240
MDWD,MediWound,Pharmaceuticals,60680438
MDWT,Midwest Holding,Insurance-Life,44813344
MDXG,MiMedx Group,Biotechnology,465228850
MDXH,MDxHealth,Diagnostics & Research,130234115
ME,23andMe Holding Co.,Diagnostics & Research,1866233076
MEAC,Mercury Ecommerce Acquisition,Blank Check / SPAC,224165876
MEC,Mayville Engineering Company,Metals & Mining,144755527
MED,Medifast,Personal Products,1512757532
MEDP,Medpace Holdings,Life Sciences Tools & Services,5260462759
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,13416903
MEG,Montrose Environmental Group,Media,1242943956
MEGL,Magic Empire Global,Financials,2122000000
MEI,Methode Electronics,"Electronic Equipment, Instruments & C...",1524699414
MEIP,MEI Pharma,Biotechnology,69385503
MEKA,MELI Kaszek Pioneer,Blank Check / SPAC,297547250
MELI,MercadoLibre,Internet & Direct Marketing Retail,51485811198
MEOA,Minority Equality Opportunities Acquisition,Blank Check / SPAC,161941884
MEOH,Methanex,Chemicals,2539678667
MERC,Mercer International,Paper & Forest Products,1019967357
MESA,Mesa Air Group,Airlines,96652297
MESO,Mesoblast,Biotechnology,454017596
MET,MetLife,Insurance,51402751133
META,Meta Platforms,Interactive Media & Services,4.59168E+11
METC,Ramaco Resources,Metals & Mining,500068053
METX,Meten Edtechx Education Group,Education & Training Services,9944549
MF,Missfresh,Grocery Stores,39979581
MFA,MFA Financial,Mortgage Real Estate Investment Trust...,1246365026
MFC,Manulife Financial,Insurance,35385243827
MFG,Mizuho Financial Group,Banks,29959821310
MFGP,Micro Focus International,Software,1165940833
MFH,Mercurity Fintech Holding,Software,11859123
MFIN,Medallion Financial,Consumer Finance,187854575
MG,MISTRAS Group,Professional Services,190466730
MGA,Magna International,Auto Components,18235227241
MGAM,Mobile Global Esports,"Hotels, Restaurants & Leisure",105464448
MGEE,MGE Energy,Electric Utilities,2967206887
MGI,MoneyGram International,IT Services,999368795
MGIC,Magic Software Enterprises,Software,955351687
MGLD,The Marygold Companies,Asset Management,64275462
MGM,MGM Resorts International,"Hotels, Restaurants & Leisure",13626880483
MGNI,Magnite,Internet & Direct Marketing Retail,1235996671
MGNX,MacroGenics,Biotechnology,270787371
MGPI,MGP Ingredients,Beverages,2368018718
MGRC,McGrath RentCorp,Commercial Services & Supplies,2045314200
MGTA,Magenta Therapeutics,Biotechnology,102469471
MGTX,MeiraGTx Holdings,Biotechnology,443580458
MGY,Magnolia Oil & Gas,"Oil, Gas & Consumable Fuels",6525276328
MGYR,Magyar Bancorp,Thrifts & Mortgage Finance,85599709
MHH,Mastech Digital,Professional Services,179789150
MHK,Mohawk Industries,Household Durables,7853095472
MHLD,Maiden Holdings,Insurance,178035246
MHO,M/I Homes,Household Durables,1281429342
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,100069195
MICS,The Singing Machine Company,Consumer Electronics,23779476
MICT,"MICT, Inc.",Aerospace & Defense,95516055
MIDD,The Middleby Corporation,Machinery,8086946818
MIGI,Mawson Infrastructure Group,Capital Markets,65190805
MIMO,Airspan Networks Holdings,Telecom Services,225326640
MIND,MIND Technology,Energy Equipment & Services,11301157
MINM,Minim,Communication Equipment,18051199
MIR,Mirion Technologies,Specialty Industrial Machinery,1545357810
MIRM,Mirum Pharmaceuticals,Biotechnology,944231453
MIRO,Miromatrix Medical,Biotechnology,55665784
MIST,Milestone Pharmaceuticals,Pharmaceuticals,202880652
MIT,Mason Industrial Technology,Blank Check / SPAC,612500029
MITA,Coliseum Acquisition,Blank Check / SPAC,183000000
MITK,Mitek Systems,Software,496794597
MITO,Stealth BioTherapeutics,Biotechnology,21549739
MITQ,Moving iMage Technologies,Photographic and Photocopying Equipme...,12994080
MITT,AG Mortgage Investment Trust,Mortgage Real Estate Investment Trust...,178951505
MIXT,MiX Telematics,Software,176330860
MKC,McCormick & Company,Food Products,23880860478
MKD,Molecular Data,Chemicals,7942532
MKFG,Markforged Holding,Computer Hardware,513048891
MKL,Markel,Insurance,16139995074
MKSI,MKS Instruments,Semiconductors & Semiconductor Equipment,6534681317
MKTW,MarketWise,Software-Application,91130894
MKTX,MarketAxess Holdings,Capital Markets,10092790136
ML,MoneyLion,Software-Application,507329797
MLAB,Mesa Laboratories,Health Care Equipment & Supplies,1062124682
MLAC,Malacca Straits Acquisition Company,Blank Check / SPAC,183497375
MLAI,McLaren Technology Acquisition,Blank Check / SPAC,252819799
MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",2527489735
MLI,Mueller Industries,Machinery,3843154724
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2391715312
MLM,Martin Marietta Materials,Construction Materials,22094465926
MLNK,MeridianLink,Software-Application,1485006392
MLP,Maui Land & Pineapple Company,Real Estate Management & Development,182680973
MLR,Miller Industries,Machinery,267379114
MLSS,Milestone Scientific,Health Care Equipment & Supplies,81434444
MLTX,MoonLake Immunotherapeutics,Shell Companies,201983032
MLVF,Malvern Bancorp,Banks,121239233
MMAT,Meta Materials,Electronic Components,345119807
MMC,Marsh & McLennan Companies,Insurance,83236198730
MMI,Marcus & Millichap,Real Estate Management & Development,1571135678
MMLP,Martin Midstream Partners,"Oil, Gas & Consumable Fuels",164727375
MMM,3M Company,Industrial Conglomerates,84438091919
MMMB,MamaMancini's Holdings,Food Products,50632943
MMP,"Magellan Midstream Partners,","Oil, Gas & Consumable Fuels",10342662801
MMS,Maximus,IT Services,3894917280
MMSI,Merit Medical Systems,Health Care Equipment & Supplies,3445607473
MMX,Maverix Metals,Metals & Mining,611494204
MMYT,MakeMyTrip,Internet & Direct Marketing Retail,3368767776
MN,Manning & Napier,Capital Markets,243069853
MNDO,MIND CTI,Software,48451363
MNDT,Mandiant,Software,5376884713
MNDY,monday.com,Software-Application,6846114486
MNKD,MannKind,Biotechnology,1091080687
MNMD,Mind Medicine (MindMed),Biotechnology,281253595
MNOV,MediciNova,Biotechnology,115258567
MNPR,Monopar Therapeutics,Biotechnology,23739346
MNRL,Brigham Minerals,"Oil, Gas & Consumable Fuels",1735645570
MNRO,Monro,Specialty Retail,1655258000
MNSB,MainStreet Bancshares,Banks,173946966
MNSO,Miniso Group Holding,Specialty Retail,2192163561
MNST,Monster Beverage,Beverages,47530024941
MNTK,Montauk Renewables,Utilities-Diversified,1991787466
MNTN,Everest Consolidator Acquisition,Blank Check / SPAC,216379677
MNTS,Momentus,Aerospace & Defense,179877060
MNTV,Momentive Global,Software,1192754344
MNTX,Manitex International,Machinery,119565954
MO,Altria Group,Tobacco,79821342865
MOBQ,Mobiquity Technologies,Media,13760558
MOBV,Mobiv Acquisition,Blank Check / SPAC,115103655
MOD,Modine Manufacturing Company,Auto Components,812679718
MODN,Model N,Software,970683223
MODV,ModivCare,Health Care Providers & Services,1570314130
MOFG,MidWestOne Financial Group,Banks,496648951
MOG.A,Moog Inc.,Aerospace & Defense,2679205590
MOGO,Mogo Inc.,Consumer Finance,99042181
MOGU,"Mogu, Inc.",Internet & Direct Marketing Retail,17791315
MOH,Molina Healthcare,Health Care Providers & Services,19010320000
MOHO,ECMOHO,Internet & Direct Marketing Retail,19140565
MOLN,Molecular Partners AG,Biotechnology,216582169
MOMO,Hello Group,Interactive Media & Services,905495108
MON,Monument Circle Acquisition,Blank Check / SPAC,308125000
MOND,Mondee Holdings,Shell Companies,755833722
MOR,MorphoSys AG,Biotechnology,773012828
MORF,Morphic Holding,Biotechnology,1210489534
MORN,Morningstar,Capital Markets,10623898859
MOS,The Mosaic Company,Chemicals,17960788715
MOTS,Motus GI Holdings,Health Care Equipment & Supplies,10844063
MOV,Movado Group,"Textiles, Apparel & Luxury Goods",843750536
MOVE,Movano,Internet Software & Services,95400276
MOXC,Moxian,Internet & Direct Marketing Retail,45154467
MP,MP Materials,Metals & Mining,6983912337
MPAA,Motorcar Parts of America,Auto Components,274152763
MPAC,Model Performance Acquisition,Blank Check / SPAC,77184000
MPB,Mid Penn Bancorp,Banks,463167064
MPC,Marathon Petroleum,"Oil, Gas & Consumable Fuels",45260100207
MPLN,MultiPlan,Health Information Services,2735236625
MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",31034052582
MPRA,Mercato Partners Acquisition,Blank Check / SPAC,287787510
MPW,Medical Properties Trust,Equity Real Estate Investment Trusts ...,9671249866
MPWR,Monolithic Power Systems,Semiconductors & Semiconductor Equipment,24747514722
MPX,Marine Products,Leisure Products,396651852
MQ,Marqeta,Software-Infrastructure,5893574496
MRAI,Marpai,Healthcare Plans,17644499
MRAM,Everspin Technologies,Semiconductors & Semiconductor Equipment,131218770
MRBK,Meridian,Banks,175978550
MRC,MRC Global,Trading Companies & Distributors,952546792
MRCC,Monroe Capital,Capital Markets,196946667
MRCY,Mercury Systems,Aerospace & Defense,3012847863
MREO,Mereo BioPharma Group,Biotechnology,139793503
MRIN,Marin Software,Software,30684345
MRK,Merck & Co.,Pharmaceuticals,2.23866E+11
